1,1662769800,319
7,1662769800,418
11,1662769800,389
15,1662769800,10
17,1662769800,452
24,1662769800,181
29,1662769800,48
30,1662769800,190
35,1662769800,307
39,1662769800,130
50,1662769800,287
51,1662769800,802
58,1662769800,215
59,1662769800,367
61,1662769800,36
66,1662769800,5
67,1662769800,69
68,1662769800,163
69,1662769800,348
70,1662769800,254
75,1662769800,210
77,1662769800,242
81,1662769800,136
84,1662769800,450
86,1662769800,172
89,1662769800,194
90,1662769800,50
93,1662769800,97
97,1662769800,231
99,1662769800,3
107,1662769800,259
110,1662769800,137
119,1662769800,88
122,1662769800,531
123,1662769800,328
124,1662769800,330
130,1662769800,432
134,1662769800,639
135,1662769800,292
138,1662769800,151
145,1662769800,491
146,1662769800,43
147,1662769800,55
150,1662769800,155
153,1662769800,435
158,1662769800,337
163,1662769800,480
168,1662769800,390
174,1662769800,523
178,1662769800,153
179,1662769800,625
191,1662769800,119
197,1662769800,490
209,1662769800,312
210,1662769800,331
214,1662769800,34
216,1662769800,152
217,1662769800,145
222,1662769800,148
228,1662769800,273
231,1662769800,154
239,1662769800,250
240,1662769800,219
242,1662769800,260
252,1662768000,420
254,1662769800,14
255,1662769800,22
263,1662769800,212
268,1662769800,76
269,1662769800,247
270,1662769800,102
273,1662769800,551
280,1662769800,539
283,1662769800,552
284,1662769800,266
285,1662769800,87
305,1662769800,197
308,1662769800,511
311,1662769800,1265
313,1662769800,596
314,1662769800,329
316,1662769800,359
318,1662769800,109
321,1662769800,281
324,1662769800,398
329,1662769800,288
331,1662769800,162
349,1662769800,386
359,1662769800,234
364,1662768000,431
367,1662769800,169
374,1662769800,23
376,1662769800,455
384,1662769800,91
385,1662769800,9
390,1662769800,441
398,1662769800,334
401,1662769800,110
403,1662769800,279
405,1662769800,218
407,1662769800,7
415,1662769800,454
417,1662769800,95
422,1662769800,25
426,1662769800,272
428,1662769800,44
431,1662769800,269
435,1662769800,128
439,1662769800,300
441,1662769800,56
443,1662769800,393
445,1662769800,280
447,1662769800,360
455,1662769800,349
457,1662769800,45
458,1662769800,177
460,1662769800,362
461,1662769800,84
462,1662769800,113
473,1662769800,289
474,1662769800,321
479,1662769800,107
486,1662769800,21
495,1662769800,131
500,1662769800,347
505,1662769800,592
507,1662769800,105
509,1662769800,239
510,1662769800,223
511,1662769800,75
513,1662769800,146
514,1662769800,211
519,1662769800,298
522,1662769800,120
524,1662769800,397
529,1662769800,677
536,1662769800,157
538,1662769800,114
545,1662769800,187
549,1662769800,82
550,1662769800,63
551,1662769800,424
553,1662769800,444
557,1662769800,226
569,1662769800,267
573,1662769800,122
577,1662769800,74
578,1662769800,89
580,1662769800,357
581,1662769800,57
582,1662769800,126
583,1662769800,175
588,1662769800,173
589,1662769800,412
593,1662769800,458
595,1662769800,388
598,1662769800,15
606,1662769800,117
610,1662769800,437
611,1662769800,335
615,1662769800,73
616,1662769800,39
617,1662769800,415
623,1662769800,111
626,1662769800,265
630,1662769800,871
631,1662769800,72
637,1662769800,96
639,1662769800,304
641,1662769800,61
644,1662769800,507
645,1662769800,37
648,1662769800,205
650,1662769800,8
655,1662769800,244
657,1662769800,133
662,1662769800,188
663,1662769800,222
664,1662769800,46
665,1662769800,206
672,1662769800,369
673,1662769800,251
676,1662769800,129
678,1662769800,85
683,1662769800,1003
684,1662769800,0
685,1662769800,313
687,1662769800,410
689,1662769800,42
701,1662769800,147
702,1662769800,459
705,1662769800,214
708,1662769800,180
711,1662769800,118
715,1662769800,70
719,1662769800,517
722,1662769800,27
729,1662769800,79
730,1662769800,66
733,1662769800,108
734,1662769800,67
735,1662769800,196
736,1662769800,164
739,1662769800,19
741,1662769800,199
742,1662769800,78
744,1662769800,38
747,1662769800,62
748,1662769800,142
749,1662769800,143
752,1662769800,404
755,1662769800,290
756,1662769800,264
759,1662769800,121
768,1662769800,207
770,1662769800,305
775,1662769800,318
778,1662769800,224
782,1662769800,257
785,1662769800,545
795,1662769800,140
805,1662769800,98
809,1662769800,4
813,1662769800,372
815,1662769800,64
824,1662769800,201
826,1662769800,485
828,1662769800,93
833,1662769800,338
834,1662769800,374
836,1662769800,243
837,1662769800,263
844,1662769800,324
845,1662769800,445
846,1662771600,127
847,1662769800,293
850,1662769800,6
852,1662769800,352
854,1662769800,20
855,1662771600,353
856,1662769800,309
859,1662769800,220
863,1662769800,183
864,1662769800,59
865,1662769800,286
867,1662769800,240
868,1662769800,179
877,1662769800,49
878,1662769800,608
880,1662769800,285
890,1662769800,94
895,1662769800,356
896,1662769800,358
900,1662769800,40
902,1662769800,81
903,1662769800,18
909,1662769800,26
912,1662769800,345
913,1662769800,200
914,1662769800,333
919,1662769800,377
920,1662769800,241
924,1662769800,139
925,1662769800,848
937,1662769800,31
940,1662769800,134
944,1662769800,310
945,1662769800,406
953,1662769800,275
961,1662769800,216
963,1662769800,191
964,1662769800,24
966,1662769800,65
967,1662769800,227
969,1662769800,104
975,1662769800,144
981,1662769800,135
982,1662769800,230
985,1662769800,86
988,1662769800,294
990,1662769800,92
1006,1662769800,161
1007,1662769800,115
1010,1662769800,217
1012,1662769800,430
1014,1662769800,189
1015,1662769800,150
1021,1662769800,116
1022,1662769800,203
1026,1662769800,246
1027,1662769800,341
1034,1662769800,13
1035,1662769800,29
1049,1662769800,28
1052,1662769800,68
1057,1662769800,503
1059,1662769800,16
1061,1662769800,361
1065,1662769800,403
1068,1662769800,132
1069,1662769800,123
1071,1662769800,278
1074,1662769800,53
1079,1662769800,165
1083,1662769800,125
1088,1662769800,500
1090,1662769800,364
1094,1662769800,2
1096,1662769800,58
1097,1662769800,229
1098,1662769800,174
1099,1662769800,238
1113,1662769800,306
1126,1662769800,1
1128,1662769800,235
1131,1662769800,35
1133,1662769800,17
1138,1662769800,106
1153,1662769800,182
1154,1662769800,12
1155,1662769800,185
1161,1662769800,149
1164,1662769800,184
1166,1662769800,124
1170,1662769800,477
1172,1662769800,52
1179,1662769800,245
1185,1662769800,101
1193,1662769800,170
1201,1662769800,158
1203,1662769800,344
1204,1662769800,277
1207,1662769800,401
2,1662773400,468
6,1662773400,351
8,1662773400,683
12,1662773400,375
13,1662773400,859
32,1662773400,314
42,1662773400,282
47,1662773400,248
48,1662773400,325
56,1662773400,296
57,1662773400,209
73,1662773400,442
79,1662773400,498
80,1662773400,597
88,1662773400,587
94,1662773400,166
98,1662773400,171
100,1662773400,566
104,1662773400,346
106,1662773400,221
126,1662773400,691
127,1662773400,699
131,1662773400,436
137,1662773400,610
154,1662773400,900
161,1662773400,977
167,1662773400,618
170,1662773400,379
172,1662773400,168
188,1662773400,427
190,1662773400,1147
192,1662773400,303
202,1662773400,342
204,1662773400,232
212,1662773400,768
227,1662773400,382
233,1662773400,499
234,1662773400,664
235,1662773400,249
238,1662773400,505
243,1662773400,694
246,1662773400,840
257,1662773400,554
267,1662773400,465
282,1662773400,580
289,1662773400,112
291,1662773400,160
292,1662773400,394
295,1662773400,366
303,1662773400,619
304,1662773400,559
306,1662773400,657
307,1662773400,704
309,1662773400,553
312,1662773400,741
317,1662773400,411
322,1662773400,666
323,1662773400,475
326,1662773400,274
334,1662773400,659
336,1662773400,311
337,1662773400,885
341,1662773400,473
343,1662773400,186
